log-count,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,day,year,month,hour,weekday
3.80666249,1,0,0,1,12.3,12.88,28,32.9975,2,42,19,2011,2,22,5
3.401197382,1,0,0,1,11.48,12.12,33,30.0026,4,25,19,2011,2,23,5
3.17805383,1,0,1,1,15.58,19.695,66,16.9979,4,19,17,2011,3,0,3
2.564949357,1,0,1,1,14.76,17.425,71,15.0013,1,11,17,2011,3,1,3
2.197224577,1,0,1,1,13.94,15.15,71,19.9995,3,5,17,2011,3,2,3
1.098612289,1,0,1,1,13.94,16.665,66,11.0014,1,1,17,2011,3,3,3
1.386294361,1,0,1,1,13.94,16.665,71,12.998,0,3,17,2011,3,4,3
2.63905733,1,0,1,1,13.12,16.665,76,7.0015,0,13,17,2011,3,5,3
3.951243719,1,0,1,1,13.12,15.91,76,12.998,4,47,17,2011,3,6,3
4.94875989,1,0,1,1,13.12,16.665,76,8.9981,12,128,17,2011,3,7,3
5.703782475,1,0,1,1,14.76,17.425,66,8.9981,17,282,17,2011,3,8,3
5.225746674,1,0,1,1,16.4,20.455,62,16.9979,23,162,17,2011,3,9,3
4.369447852,1,0,1,1,18.04,21.97,54,22.0028,9,69,17,2011,3,10,3
4.465908119,1,0,1,1,18.04,21.97,54,19.0012,20,66,17,2011,3,11,3
4.663439094,1,0,1,1,20.5,24.24,45,15.0013,24,81,17,2011,3,12,3
4.718498871,1,0,1,2,21.32,25,42,6.0032,26,85,17,2011,3,13,3
4.787491743,1,0,1,1,20.5,24.24,45,7.0015,32,87,17,2011,3,14,3
4.836281907,1,0,1,1,21.32,25,42,16.9979,30,95,17,2011,3,15,3
4.96284463,1,0,1,1,20.5,24.24,48,19.0012,34,108,17,2011,3,16,3
5.749392986,1,0,1,1,20.5,24.24,42,12.998,48,265,17,2011,3,17,3
5.739792912,1,0,1,2,18.86,22.725,59,11.0014,50,260,17,2011,3,18,3
5.33753808,1,0,1,1,18.04,21.97,58,12.998,18,189,17,2011,3,19,3
4.927253685,1,0,1,1,17.22,21.21,67,15.0013,25,112,17,2011,3,20,3
4.934473933,1,0,1,1,17.22,21.21,62,15.0013,19,119,17,2011,3,21,3
4.477336814,1,0,1,1,16.4,20.455,66,15.0013,17,70,17,2011,3,22,3
3.931825633,1,0,1,1,17.22,21.21,62,19.0012,7,43,17,2011,3,23,3
3.401197382,1,0,1,1,17.22,21.21,58,19.0012,5,24,18,2011,3,0,4
2.833213344,1,0,1,1,16.4,20.455,62,16.9979,4,12,18,2011,3,1,4
2.708050201,1,0,1,1,16.4,20.455,62,12.998,5,9,18,2011,3,2,4
1.791759469,1,0,1,1,14.76,17.425,71,12.998,1,4,18,2011,3,3,4
2.397895273,1,0,1,1,15.58,19.695,66,11.0014,2,8,18,2011,3,5,4
3.610917913,1,0,1,1,16.4,20.455,66,12.998,1,35,18,2011,3,6,4
4.820281566,1,0,1,1,16.4,20.455,66,12.998,11,112,18,2011,3,7,4
5.638354669,1,0,1,1,17.22,21.21,67,16.9979,24,256,18,2011,3,8,4
5.351858133,1,0,1,1,18.86,22.725,63,15.0013,18,192,18,2011,3,9,4
4.770684624,1,0,1,1,21.32,25,53,19.0012,43,74,18,2011,3,10,4
5.075173815,1,0,1,1,22.14,25.76,52,19.0012,55,104,18,2011,3,11,4
5.278114659,1,0,1,2,22.96,26.515,49,23.9994,72,123,18,2011,3,12,4
5.170483995,1,0,1,1,26.24,31.06,41,19.0012,57,118,18,2011,3,13,4
5.164785974,1,0,1,1,27.06,31.06,39,16.9979,71,103,18,2011,3,14,4
5.159055299,1,0,1,2,27.88,31.82,39,23.9994,62,111,18,2011,3,15,4
5.323009979,1,0,1,1,27.88,31.82,39,19.0012,67,137,18,2011,3,16,4
5.80814249,1,0,1,1,28.7,31.82,37,22.0028,95,237,18,2011,3,17,4
5.805134969,1,0,1,1,27.88,31.82,39,11.0014,84,247,18,2011,3,18,4
5.252273428,1,0,1,1,27.06,31.06,44,8.9981,58,132,18,2011,3,19,4
5.010635294,1,0,1,1,25.42,31.06,46,8.9981,46,103,18,2011,3,20,4
4.736198448,1,0,1,1,25.42,31.06,46,7.0015,22,91,18,2011,3,21,4
4.779123493,1,0,1,1,25.42,31.06,50,11.0014,55,63,18,2011,3,22,4
4.465908119,1,0,1,2,24.6,31.06,53,15.0013,26,60,18,2011,3,23,4
4.343805422,1,0,0,2,24.6,31.06,53,16.9979,26,50,19,2011,3,0,5
3.951243719,1,0,0,2,23.78,27.275,46,23.9994,16,35,19,2011,3,1,5
3.258096538,1,0,0,2,22.96,26.515,43,15.0013,5,20,19,2011,3,2,5
2.197224577,1,0,0,2,22.14,25.76,39,22.0028,1,7,19,2011,3,3,5
1.386294361,1,0,0,1,21.32,25,34,27.9993,1,2,19,2011,3,4,5
1.098612289,1,0,0,1,21.32,25,34,27.9993,0,2,19,2011,3,5,5
2.397895273,1,0,0,1,18.04,21.97,44,27.9993,0,10,19,2011,3,6,5
2.63905733,1,0,0,1,16.4,20.455,50,22.0028,4,9,19,2011,3,7,5
3.891820298,1,0,0,1,17.22,21.21,47,32.9975,11,37,19,2011,3,8,5
4.343805422,1,0,0,1,17.22,21.21,44,31.0009,35,41,19,2011,3,9,5
4.94875989,1,0,0,1,18.04,21.97,38,27.9993,55,85,19,2011,3,10,5
5.283203729,1,0,0,1,18.86,22.725,36,30.0026,90,106,19,2011,3,11,5
5.590986981,1,0,0,1,18.86,22.725,33,27.9993,126,141,19,2011,3,12,5
5.710427017,1,0,0,1,20.5,24.24,34,31.0009,174,127,19,2011,3,13,5
5.746203191,1,0,0,1,20.5,24.24,31,32.9975,168,144,19,2011,3,14,5
5.749392986,1,0,0,1,20.5,24.24,29,27.9993,170,143,19,2011,3,15,5
5.720311777,1,0,0,1,20.5,24.24,31,26.0027,175,129,19,2011,3,16,5
5.631211782,1,0,0,1,19.68,23.485,31,22.0028,138,140,19,2011,3,17,5
5.384495063,1,0,0,1,18.86,22.725,31,22.0028,92,125,19,2011,3,18,5
5.043425117,1,0,0,1,18.04,21.97,33,19.0012,38,116,19,2011,3,19,5
4.691347882,1,0,0,1,17.22,21.21,35,15.0013,39,69,19,2011,3,20,5
4.543294782,1,0,0,1,16.4,20.455,37,19.9995,20,73,19,2011,3,21,5
4.290459441,1,0,0,1,16.4,20.455,37,22.0028,27,45,19,2011,3,22,5
3.931825633,1,0,0,1,15.58,19.695,40,19.9995,13,37,19,2011,3,23,5
3.526360525,2,0,0,2,18.04,21.97,77,19.0012,4,29,17,2011,4,0,6
3.465735903,2,0,0,1,17.22,21.21,67,15.0013,6,25,17,2011,4,1,6
3.401197382,2,0,0,1,16.4,20.455,62,12.998,4,25,17,2011,4,2,6
3.258096538,2,0,0,1,16.4,20.455,66,8.9981,12,13,17,2011,4,3,6
2.079441542,2,0,0,1,14.76,18.18,76,7.0015,2,5,17,2011,4,4,6
1.386294361,2,0,0,1,14.76,17.425,71,11.0014,2,1,17,2011,4,5,6
2.197224577,2,0,0,1,14.76,15.91,66,30.0026,3,5,17,2011,4,6,6
2.833213344,2,0,0,1,14.76,16.665,50,23.9994,2,14,17,2011,4,7,6
3.784189634,2,0,0,1,15.58,19.695,46,26.0027,7,36,17,2011,4,8,6
4.634728988,2,0,0,1,16.4,20.455,43,19.0012,31,71,17,2011,4,9,6
5.356586275,2,0,0,1,17.22,21.21,44,30.0026,91,120,17,2011,4,10,6
5.720311777,2,0,0,1,18.86,22.725,41,27.9993,119,185,17,2011,4,11,6
5.872117789,2,0,0,1,18.86,22.725,38,26.0027,167,187,17,2011,4,12,6
5.840641657,2,0,0,1,20.5,24.24,34,26.0027,181,162,17,2011,4,13,6
5.891644212,2,0,0,1,21.32,25,34,26.0027,170,191,17,2011,4,14,6
5.963579344,2,0,0,1,22.14,25.76,32,35.0008,179,209,17,2011,4,15,6
5.840641657,2,0,0,1,22.14,25.76,30,23.9994,161,182,17,2011,4,16,6
5.726847748,2,0,0,1,22.96,26.515,30,30.0026,143,163,17,2011,4,17,6
5.627621114,2,0,0,1,22.96,26.515,30,26.0027,102,175,17,2011,4,18,6
5.351858133,2,0,0,1,22.96,26.515,30,19.9995,75,135,17,2011,4,19,6
4.955827058,2,0,0,1,21.32,25,36,12.998,44,97,17,2011,4,20,6
4.430816799,2,0,0,1,20.5,24.24,42,12.998,13,70,17,2011,4,21,6
4.262679877,2,0,0,1,20.5,24.24,39,7.0015,21,49,17,2011,4,22,6
4.043051268,2,0,0,1,18.04,21.97,67,11.0014,19,37,17,2011,4,23,6
3.688879454,2,0,1,1,18.86,22.725,47,6.0032,15,24,18,2011,4,0,0
2.995732274,2,0,1,1,18.86,22.725,47,8.9981,11,8,18,2011,4,1,0
2.833213344,2,0,1,1,17.22,21.21,67,7.0015,14,2,18,2011,4,2,0
2.079441542,2,0,1,1,17.22,21.21,62,7.0015,6,1,18,2011,4,3,0
1.945910149,2,0,1,1,16.4,20.455,87,11.0014,2,4,18,2011,4,4,0
2.833213344,2,0,1,1,16.4,20.455,76,6.0032,0,16,18,2011,4,5,0
4.007333185,2,0,1,1,16.4,20.455,82,0,3,51,18,2011,4,6,0
5.129898715,2,0,1,1,18.86,22.725,63,0,12,156,18,2011,4,7,0
5.697093487,2,0,1,1,18.86,22.725,63,0,20,277,18,2011,4,8,0
5.135798437,2,0,1,2,20.5,24.24,55,7.0015,37,132,18,2011,4,9,0
4.700480366,2,0,1,2,21.32,25,55,7.0015,41,68,18,2011,4,10,0
4.820281566,2,0,1,2,22.14,25.76,52,6.0032,36,87,18,2011,4,11,0
5.220355825,2,0,1,2,22.96,26.515,49,6.0032,60,124,18,2011,4,12,0
5.135798437,2,0,1,2,22.96,26.515,49,11.0014,41,128,18,2011,4,13,0
4.976733742,2,0,1,2,23.78,27.275,49,12.998,49,95,18,2011,4,14,0
5.176149733,2,0,1,2,24.6,31.06,43,12.998,64,112,18,2011,4,15,0
5.327876169,2,0,1,1,24.6,31.06,46,19.0012,40,165,18,2011,4,16,0
6.061456919,2,0,1,1,23.78,27.275,49,19.0012,66,362,18,2011,4,17,0
5.894402834,2,0,1,1,26.24,31.06,31,23.9994,41,321,18,2011,4,18,0
5.659482216,2,0,1,1,22.96,26.515,46,16.9979,42,244,18,2011,4,19,0
5.111987788,2,0,1,1,24.6,31.06,33,19.9995,29,136,18,2011,4,20,0
5.023880521,2,0,1,1,22.96,26.515,37,19.0012,20,131,18,2011,4,21,0
4.510859507,2,0,1,1,21.32,25,55,19.0012,9,81,18,2011,4,22,0
3.850147602,2,0,1,1,20.5,24.24,59,16.9979,11,35,18,2011,4,23,0
3.258096538,2,0,1,1,20.5,24.24,55,15.0013,2,23,19,2011,4,0,1
2.079441542,2,0,1,1,18.86,22.725,63,15.0013,5,2,19,2011,4,1,1
2.63905733,2,0,1,1,18.86,22.725,67,19.0012,8,5,19,2011,4,2,1
1.386294361,2,0,1,1,19.68,23.485,63,15.0013,0,3,19,2011,4,3,1
1.791759469,2,0,1,1,18.86,22.725,67,6.0032,1,4,19,2011,4,4,1
2.944438979,2,0,1,2,18.86,22.725,72,12.998,1,17,19,2011,4,5,1
4.189654742,2,0,1,2,19.68,23.485,67,0,2,63,19,2011,4,6,1
5.241747015,2,0,1,2,21.32,25,55,0,22,166,19,2011,4,7,1
5.863631176,2,0,1,2,20.5,24.24,68,8.9981,20,331,19,2011,4,8,1
5.093750201,2,0,1,3,21.32,25,63,6.0032,23,139,19,2011,4,9,1
4.33073334,2,0,1,2,20.5,24.24,72,15.0013,15,60,19,2011,4,10,1
4.290459441,2,0,1,2,22.14,25.76,68,11.0014,19,53,19,2011,4,11,1
4.644390899,2,0,1,2,22.14,25.76,64,6.0032,19,84,19,2011,4,12,1
4.86753445,2,0,1,2,22.14,25.76,68,15.0013,26,103,19,2011,4,13,1
4.682131227,2,0,1,2,22.14,25.76,64,12.998,19,88,19,2011,4,14,1
4.852030264,2,0,1,2,22.14,25.76,65,11.0014,44,83,19,2011,4,15,1
5.262690189,2,0,1,1,22.96,26.515,52,19.9995,30,162,19,2011,4,16,1
6.021023349,2,0,1,1,22.96,26.515,60,7.0015,39,372,19,2011,4,17,1
6.045005314,2,0,1,2,22.14,25.76,64,8.9981,44,377,19,2011,4,18,1
5.624017506,2,0,1,2,20.5,24.24,72,12.998,28,248,19,2011,4,19,1
5.129898715,2,0,1,2,20.5,24.24,72,15.0013,20,148,19,2011,4,20,1
4.812184355,2,0,1,2,20.5,24.24,72,8.9981,8,114,19,2011,4,21,1
4.727387819,2,0,1,1,19.68,23.485,77,6.0032,3,109,19,2011,4,22,1
3.970291914,2,0,1,1,18.86,22.725,88,6.0032,11,41,19,2011,4,23,1
3.465735903,2,0,1,2,22.96,26.515,88,0,13,18,17,2011,5,0,1
2.63905733,2,0,1,3,22.96,26.515,88,0,7,6,17,2011,5,1,1
2.197224577,2,0,1,3,22.96,26.515,88,0,4,4,17,2011,5,2,1
1.609437912,2,0,1,3,22.14,25.76,94,16.9979,1,3,17,2011,5,3,1
1.609437912,2,0,1,3,22.14,25.76,94,16.9979,2,2,17,2011,5,4,1
3.135494216,2,0,1,3,21.32,25,94,16.9979,0,22,17,2011,5,5,1
3.912023005,2,0,1,3,21.32,25,94,16.9979,0,49,17,2011,5,6,1
5.023880521,2,0,1,2,21.32,25,94,16.9979,13,138,17,2011,5,7,1
5.85220248,2,0,1,2,21.32,25,94,19.9995,22,325,17,2011,5,8,1
5.33753808,2,0,1,2,22.14,25.76,88,16.9979,17,190,17,2011,5,9,1
4.65396035,2,0,1,3,22.14,25.76,88,16.9979,31,73,17,2011,5,10,1
4.875197323,2,0,1,2,22.96,26.515,83,27.9993,26,104,17,2011,5,11,1
5.036952602,2,0,1,3,22.96,26.515,83,27.9993,38,115,17,2011,5,12,1
5.153291594,2,0,1,2,22.96,26.515,88,22.0028,31,141,17,2011,5,13,1
5.220355825,2,0,1,1,25.42,29.545,73,31.0009,61,123,17,2011,5,14,1
5.351858133,2,0,1,1,25.42,30.305,69,30.0026,79,131,17,2011,5,15,1
5.673323267,2,0,1,1,25.42,30.305,61,22.0028,73,217,17,2011,5,16,1
6.405228458,2,0,1,1,25.42,30.305,65,27.9993,83,521,17,2011,5,17,1
6.17586727,2,0,1,1,24.6,29.545,69,19.9995,54,426,17,2011,5,18,1
5.857933154,2,0,1,1,24.6,29.545,69,16.9979,51,298,17,2011,5,19,1
5.648974238,2,0,1,1,23.78,27.275,83,27.9993,30,253,17,2011,5,20,1
5.164785974,2,0,1,1,22.14,25.76,88,16.9979,23,151,17,2011,5,21,1
4.59511985,2,0,1,2,22.14,25.76,88,19.0012,12,86,17,2011,5,22,1
4.043051268,2,0,1,2,22.14,25.76,88,16.9979,7,49,17,2011,5,23,1
3.17805383,2,0,1,2,22.14,25.76,88,15.0013,8,15,18,2011,5,0,2
2.564949357,2,0,1,2,22.14,25.76,88,16.9979,3,9,18,2011,5,1,2
1.945910149,2,0,1,3,21.32,25,94,15.0013,1,5,18,2011,5,2,2
2.302585093,2,0,1,3,21.32,25,94,19.9995,6,3,18,2011,5,3,2
1.386294361,2,0,1,3,21.32,25,94,19.9995,1,2,18,2011,5,4,2
2.302585093,2,0,1,1,21.32,25,100,15.0013,0,9,18,2011,5,5,2
4.624972813,2,0,1,1,21.32,25,100,8.9981,2,99,18,2011,5,6,2
5.616771098,2,0,1,1,22.14,25.76,88,12.998,14,260,18,2011,5,7,2
6.118097198,2,0,1,1,22.96,26.515,88,19.0012,25,428,18,2011,5,8,2
5.313205979,2,0,1,3,22.96,26.515,83,16.9979,26,176,18,2011,5,9,2
4.672828834,2,0,1,3,22.14,25.76,88,19.0012,33,73,18,2011,5,10,2
3.17805383,2,0,1,2,22.14,25.76,94,6.0032,6,17,18,2011,5,11,2
4.007333185,2,0,1,1,22.96,26.515,94,19.9995,12,42,18,2011,5,12,2
4.812184355,2,0,1,2,22.96,26.515,83,22.0028,30,92,18,2011,5,13,2
4.934473933,2,0,1,2,23.78,27.275,78,19.0012,44,94,18,2011,5,14,2
5.123963979,2,0,1,1,24.6,28.79,78,16.9979,34,133,18,2011,5,15,2
5.686975356,2,0,1,1,24.6,29.545,73,12.998,53,241,18,2011,5,16,2
6.338594078,2,0,1,1,24.6,29.545,69,8.9981,78,487,18,2011,5,17,2
6.194405391,2,0,1,1,24.6,29.545,73,15.0013,58,431,18,2011,5,18,2
5.805134969,2,0,1,3,22.96,26.515,88,8.9981,43,288,18,2011,5,19,2
