season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,day,year,month,hour,weekday,log-casual,log-registered,log-count
1,0,0,2,16.4,20.455,87,12.998,3,31,1,2011,1,21,5,1.386294361,3.465735903,3.555348061
1,0,0,2,16.4,20.455,94,15.0013,11,17,1,2011,1,22,5,2.48490665,2.890371758,3.36729583
1,0,0,2,18.86,22.725,88,19.9995,15,24,1,2011,1,23,5,2.772588722,3.218875825,3.688879454
1,0,0,2,18.86,22.725,88,19.9995,4,13,2,2011,1,0,6,1.609437912,2.63905733,2.890371758
1,0,0,2,18.04,21.97,94,16.9979,1,16,2,2011,1,1,6,0.693147181,2.833213344,2.890371758
1,0,0,2,17.22,21.21,100,19.0012,1,8,2,2011,1,2,6,0.693147181,2.197224577,2.302585093
1,0,0,2,18.86,22.725,94,12.998,2,4,2,2011,1,3,6,1.098612289,1.609437912,1.945910149
1,0,0,2,18.86,22.725,94,12.998,2,1,2,2011,1,4,6,1.098612289,0.693147181,1.386294361
1,0,0,3,17.22,21.21,77,19.9995,0,2,2,2011,1,6,6,0,1.098612289,1.098612289
1,0,0,2,16.4,20.455,76,12.998,0,1,2,2011,1,7,6,0,0.693147181,0.693147181
1,0,0,3,16.4,20.455,71,15.0013,0,8,2,2011,1,8,6,0,2.197224577,2.197224577
1,0,0,2,15.58,19.695,76,15.0013,1,19,2,2011,1,9,6,0.693147181,2.995732274,3.044522438
1,0,0,2,14.76,17.425,81,15.0013,7,46,2,2011,1,10,6,2.079441542,3.850147602,3.988984047
1,0,0,2,14.76,16.665,71,16.9979,16,54,2,2011,1,11,6,2.833213344,4.007333185,4.262679877
1,0,0,2,14.76,16.665,66,19.9995,20,73,2,2011,1,12,6,3.044522438,4.304065093,4.543294782
1,0,0,2,14.76,17.425,66,8.9981,11,64,2,2011,1,13,6,2.48490665,4.17438727,4.33073334
1,0,0,3,14.76,17.425,76,12.998,4,55,2,2011,1,14,6,1.609437912,4.025351691,4.094344562
1,0,0,3,13.94,16.665,81,11.0014,19,55,2,2011,1,15,6,2.995732274,4.025351691,4.317488114
1,0,0,3,13.94,16.665,71,11.0014,9,67,2,2011,1,16,6,2.302585093,4.219507705,4.343805422
1,0,0,1,13.94,16.665,57,12.998,7,58,2,2011,1,17,6,2.079441542,4.077537444,4.189654742
1,0,0,2,14.76,16.665,46,22.0028,10,43,2,2011,1,18,6,2.397895273,3.784189634,3.988984047
1,0,0,1,13.12,14.395,42,30.0026,1,29,2,2011,1,19,6,0.693147181,3.401197382,3.433987204
1,0,0,1,12.3,13.635,39,23.9994,5,17,2,2011,1,20,6,1.791759469,2.890371758,3.135494216
1,0,0,1,10.66,11.365,44,22.0028,11,20,2,2011,1,21,6,2.48490665,3.044522438,3.465735903
1,0,0,1,9.84,10.605,44,19.9995,0,9,2,2011,1,22,6,0,2.302585093,2.302585093
1,0,0,1,9.02,11.365,47,11.0014,0,8,2,2011,1,23,6,0,2.197224577,2.197224577
1,0,1,1,9.02,9.85,44,23.9994,0,5,3,2011,1,0,0,0,1.791759469,1.791759469
1,0,1,1,8.2,8.335,44,27.9993,0,2,3,2011,1,1,0,0,1.098612289,1.098612289
1,0,1,1,6.56,6.82,47,26.0027,0,1,3,2011,1,4,0,0,0.693147181,0.693147181
1,0,1,1,6.56,6.82,47,19.0012,0,3,3,2011,1,5,0,0,1.386294361,1.386294361
1,0,1,1,5.74,5.305,50,26.0027,0,30,3,2011,1,6,0,0,3.433987204,3.433987204
1,0,1,1,5.74,6.82,50,12.998,1,63,3,2011,1,7,0,0.693147181,4.158883083,4.17438727
1,0,1,1,5.74,6.06,50,19.0012,1,153,3,2011,1,8,0,0.693147181,5.036952602,5.043425117
1,0,1,1,6.56,6.82,43,26.0027,7,81,3,2011,1,9,0,2.079441542,4.406719247,4.48863637
1,0,1,1,7.38,8.335,43,16.9979,11,33,3,2011,1,10,0,2.48490665,3.526360525,3.80666249
1,0,1,1,8.2,9.09,40,22.0028,10,41,3,2011,1,11,0,2.397895273,3.737669618,3.951243719
1,0,1,1,9.02,10.605,35,19.9995,13,48,3,2011,1,12,0,2.63905733,3.891820298,4.127134385
1,0,1,1,9.84,10.605,35,19.0012,8,53,3,2011,1,13,0,2.197224577,3.988984047,4.127134385
1,0,1,1,10.66,12.12,30,19.0012,11,66,3,2011,1,14,0,2.48490665,4.204692619,4.356708827
1,0,1,1,10.66,12.12,30,16.9979,14,58,3,2011,1,15,0,2.708050201,4.077537444,4.290459441
1,0,1,1,10.66,12.12,30,16.9979,9,67,3,2011,1,16,0,2.302585093,4.219507705,4.343805422
1,0,1,1,9.84,11.365,30,15.0013,11,146,3,2011,1,17,0,2.48490665,4.990432587,5.062595033
1,0,1,1,9.84,12.88,32,7.0015,9,148,3,2011,1,18,0,2.302585093,5.003946306,5.062595033
1,0,1,1,8.2,12.88,47,0,8,102,3,2011,1,19,0,2.197224577,4.634728988,4.709530201
1,0,1,1,8.2,11.365,47,7.0015,3,49,3,2011,1,20,0,1.386294361,3.912023005,3.970291914
1,0,1,1,7.38,9.85,64,8.9981,3,49,3,2011,1,21,0,1.386294361,3.912023005,3.970291914
1,0,1,1,5.74,7.575,69,8.9981,0,20,3,2011,1,22,0,0,3.044522438,3.044522438
1,0,1,1,7.38,10.605,55,7.0015,1,11,3,2011,1,23,0,0.693147181,2.48490665,2.564949357
1,0,1,1,6.56,9.09,55,7.0015,0,5,4,2011,1,0,1,0,1.791759469,1.791759469
1,0,1,1,6.56,9.09,59,7.0015,0,2,4,2011,1,1,1,0,1.098612289,1.098612289
1,0,1,1,5.74,7.575,63,8.9981,0,1,4,2011,1,2,1,0,0.693147181,0.693147181
1,0,1,1,5.74,9.09,63,6.0032,0,2,4,2011,1,4,1,0,1.098612289,1.098612289
1,0,1,1,4.92,7.575,68,7.0015,0,4,4,2011,1,5,1,0,1.609437912,1.609437912
1,0,1,1,4.92,7.575,74,7.0015,0,36,4,2011,1,6,1,0,3.610917913,3.610917913
1,0,1,1,4.92,7.575,74,8.9981,2,92,4,2011,1,7,1,1.098612289,4.532599493,4.553876892
1,0,1,1,5.74,7.575,69,11.0014,2,177,4,2011,1,8,1,1.098612289,5.18178355,5.192956851
1,0,1,1,6.56,7.575,64,15.0013,2,98,4,2011,1,9,1,1.098612289,4.59511985,4.615120517
1,0,1,2,6.56,6.82,69,22.0028,5,37,4,2011,1,10,1,1.791759469,3.63758616,3.761200116
1,0,1,1,9.02,10.605,51,19.9995,7,50,4,2011,1,11,1,2.079441542,3.931825633,4.060443011
1,0,1,1,9.02,11.365,51,11.0014,12,66,4,2011,1,12,1,2.564949357,4.204692619,4.369447852
1,0,1,1,9.84,11.365,56,12.998,18,79,4,2011,1,13,1,2.944438979,4.382026635,4.584967479
1,0,1,1,10.66,12.88,52,15.0013,9,54,4,2011,1,14,1,2.302585093,4.007333185,4.158883083
1,0,1,1,11.48,13.635,52,16.9979,17,48,4,2011,1,15,1,2.890371758,3.891820298,4.189654742
1,0,1,1,12.3,14.395,49,16.9979,15,68,4,2011,1,16,1,2.772588722,4.234106505,4.430816799
1,0,1,1,11.48,13.635,48,15.0013,10,202,4,2011,1,17,1,2.397895273,5.313205979,5.361292166
1,0,1,1,10.66,12.88,48,12.998,3,179,4,2011,1,18,1,1.386294361,5.192956851,5.209486153
1,0,1,1,9.84,12.88,48,7.0015,2,110,4,2011,1,19,1,1.098612289,4.709530201,4.727387819
1,0,1,1,9.84,12.88,48,7.0015,1,53,4,2011,1,20,1,0.693147181,3.988984047,4.007333185
1,0,1,1,9.02,13.635,64,0,0,48,4,2011,1,21,1,0,3.891820298,3.891820298
1,0,1,1,9.02,12.88,64,6.0032,1,34,4,2011,1,22,1,0.693147181,3.555348061,3.583518938
1,0,1,1,8.2,11.365,69,6.0032,2,9,4,2011,1,23,1,1.098612289,2.302585093,2.48490665
1,0,1,1,8.2,12.88,64,0,0,6,5,2011,1,0,2,0,1.945910149,1.945910149
1,0,1,1,6.56,9.85,74,6.0032,0,6,5,2011,1,1,2,0,1.945910149,1.945910149
1,0,1,1,6.56,9.85,74,6.0032,0,2,5,2011,1,2,2,0,1.098612289,1.098612289
1,0,1,1,9.84,11.365,48,15.0013,0,2,5,2011,1,4,2,0,1.098612289,1.098612289
1,0,1,1,9.02,11.365,47,11.0014,0,3,5,2011,1,5,2,0,1.386294361,1.386294361
1,0,1,1,8.2,9.85,47,15.0013,0,33,5,2011,1,6,2,0,3.526360525,3.526360525
1,0,1,1,7.38,9.09,43,12.998,1,87,5,2011,1,7,2,0.693147181,4.477336814,4.48863637
1,0,1,1,8.2,9.09,40,19.9995,3,192,5,2011,1,8,2,1.386294361,5.262690189,5.278114659
1,0,1,1,9.02,9.85,37,22.0028,6,109,5,2011,1,9,2,1.945910149,4.700480366,4.753590191
1,0,1,1,9.02,9.85,37,22.0028,4,53,5,2011,1,10,2,1.609437912,3.988984047,4.060443011
1,0,1,1,10.66,11.365,33,22.0028,12,34,5,2011,1,11,2,2.564949357,3.555348061,3.850147602
1,0,1,1,10.66,11.365,33,22.0028,5,74,5,2011,1,12,2,1.791759469,4.317488114,4.382026635
1,0,1,1,11.48,12.88,30,19.9995,6,65,5,2011,1,13,2,1.945910149,4.189654742,4.276666119
1,0,1,1,12.3,14.395,28,12.998,10,52,5,2011,1,14,2,2.397895273,3.970291914,4.143134726
1,0,1,1,12.3,14.395,28,12.998,7,55,5,2011,1,15,2,2.079441542,4.025351691,4.143134726
1,0,1,1,12.3,15.91,28,6.0032,4,85,5,2011,1,16,2,1.609437912,4.454347296,4.49980967
1,0,1,1,9.84,11.365,38,12.998,4,186,5,2011,1,17,2,1.609437912,5.231108617,5.252273428
1,0,1,1,9.84,12.12,38,8.9981,3,166,5,2011,1,18,2,1.386294361,5.117993812,5.135798437
1,0,1,1,9.84,12.88,38,7.0015,5,127,5,2011,1,19,2,1.791759469,4.852030264,4.890349128
1,0,1,1,9.02,11.365,47,11.0014,7,82,5,2011,1,20,2,2.079441542,4.418840608,4.49980967
1,0,1,1,8.2,9.85,51,12.998,3,40,5,2011,1,21,2,1.386294361,3.713572067,3.784189634
1,0,1,1,7.38,9.85,55,8.9981,1,41,5,2011,1,22,2,0.693147181,3.737669618,3.761200116
1,0,1,1,8.2,12.88,47,0,1,18,5,2011,1,23,2,0.693147181,2.944438979,2.995732274
1,0,1,1,7.38,12.12,55,0,0,11,6,2011,1,0,3,0,2.48490665,2.48490665
1,0,1,1,6.56,11.365,64,0,0,4,6,2011,1,1,3,0,1.609437912,1.609437912
1,0,1,1,6.56,11.365,64,0,0,2,6,2011,1,2,3,0,1.098612289,1.098612289
1,0,1,2,6.56,9.85,64,6.0032,0,1,6,2011,1,4,3,0,0.693147181,0.693147181
1,0,1,2,5.74,9.09,69,6.0032,0,4,6,2011,1,5,3,0,1.609437912,1.609437912
1,0,1,2,5.74,8.335,63,7.0015,0,36,6,2011,1,6,3,0,3.610917913,3.610917913
1,0,1,2,6.56,11.365,59,0,0,95,6,2011,1,7,3,0,4.564348191,4.564348191
1,0,1,1,6.56,11.365,59,0,3,216,6,2011,1,8,3,1.386294361,5.379897354,5.393627546
1,0,1,2,7.38,12.12,51,0,6,116,6,2011,1,9,3,1.945910149,4.762173935,4.812184355
1,0,1,1,8.2,12.88,47,0,3,42,6,2011,1,10,3,1.386294361,3.761200116,3.828641396
1,0,1,1,9.02,12.88,44,6.0032,2,57,6,2011,1,11,3,1.098612289,4.060443011,4.094344562
1,0,1,1,10.66,14.395,35,0,6,78,6,2011,1,12,3,1.945910149,4.369447852,4.442651256
1,0,1,1,10.66,13.635,35,7.0015,12,55,6,2011,1,13,3,2.564949357,4.025351691,4.219507705
1,0,1,1,11.48,13.635,36,11.0014,11,59,6,2011,1,14,3,2.48490665,4.094344562,4.262679877
1,0,1,1,11.48,13.635,36,0,8,54,6,2011,1,15,3,2.197224577,4.007333185,4.143134726
1,0,1,1,10.66,12.88,38,11.0014,12,74,6,2011,1,16,3,2.564949357,4.317488114,4.465908119
1,0,1,1,9.02,11.365,51,11.0014,9,163,6,2011,1,17,3,2.302585093,5.099866428,5.153291594
1,0,1,1,9.02,11.365,51,8.9981,5,158,6,2011,1,18,3,1.791759469,5.068904202,5.099866428
1,0,1,1,9.02,12.88,55,6.0032,3,109,6,2011,1,19,3,1.386294361,4.700480366,4.727387819
1,0,1,1,8.2,10.605,51,11.0014,3,66,6,2011,1,20,3,1.386294361,4.204692619,4.248495242
1,0,1,2,9.02,10.605,55,15.0013,0,48,6,2011,1,21,3,0,3.891820298,3.891820298
1,0,1,2,9.02,10.605,51,19.0012,1,51,6,2011,1,22,3,0.693147181,3.951243719,3.970291914
1,0,1,2,8.2,9.85,59,12.998,4,19,6,2011,1,23,3,1.609437912,2.995732274,3.17805383
1,0,1,2,8.2,9.85,64,12.998,4,13,7,2011,1,0,4,1.609437912,2.63905733,2.890371758
1,0,1,2,8.2,9.85,69,15.0013,2,5,7,2011,1,1,4,1.098612289,1.791759469,2.079441542
1,0,1,2,8.2,9.85,69,15.0013,0,1,7,2011,1,2,4,0,0.693147181,0.693147181
1,0,1,2,8.2,10.605,69,8.9981,0,1,7,2011,1,4,4,0,0.693147181,0.693147181
1,0,1,3,9.02,13.635,55,0,0,5,7,2011,1,5,4,0,1.791759469,1.791759469
1,0,1,2,8.2,12.88,69,0,8,26,7,2011,1,6,4,2.197224577,3.295836866,3.555348061
1,0,1,1,8.2,10.605,69,8.9981,8,76,7,2011,1,7,4,2.197224577,4.343805422,4.442651256
1,0,1,1,8.2,9.85,51,16.9979,20,190,7,2011,1,8,4,3.044522438,5.252273428,5.351858133
1,0,1,1,8.2,9.09,47,19.9995,9,125,7,2011,1,9,4,2.302585093,4.836281907,4.905274778
1,0,1,1,9.02,9.85,37,22.0028,16,47,7,2011,1,10,4,2.833213344,3.871201011,4.158883083
1,0,1,2,8.2,9.85,40,15.0013,19,48,7,2011,1,11,4,2.995732274,3.891820298,4.219507705
1,0,1,2,8.2,9.85,37,16.9979,9,50,7,2011,1,12,4,2.302585093,3.931825633,4.094344562
1,0,1,2,8.2,9.09,37,19.0012,9,64,7,2011,1,13,4,2.302585093,4.17438727,4.304065093
1,0,1,2,8.2,9.85,40,16.9979,7,43,7,2011,1,14,4,2.079441542,3.784189634,3.931825633
1,0,1,2,8.2,10.605,37,11.0014,9,63,7,2011,1,15,4,2.302585093,4.158883083,4.290459441
1,0,1,2,8.2,10.605,37,11.0014,5,82,7,2011,1,16,4,1.791759469,4.418840608,4.477336814
1,0,1,2,8.2,12.88,37,0,9,178,7,2011,1,17,4,2.302585093,5.187385806,5.236441963
1,0,1,1,8.2,11.365,40,6.0032,7,116,7,2011,1,18,4,2.079441542,4.762173935,4.820281566
1,0,1,1,6.56,9.85,55,6.0032,3,92,7,2011,1,19,4,1.386294361,4.532599493,4.564348191
1,0,1,1,7.38,10.605,47,7.0015,1,50,7,2011,1,20,4,0.693147181,3.931825633,3.951243719
1,0,1,1,7.38,9.85,47,8.9981,0,39,7,2011,1,21,4,0,3.688879454,3.688879454
1,0,1,2,7.38,9.85,43,11.0014,2,34,7,2011,1,22,4,1.098612289,3.555348061,3.610917913
1,0,1,2,7.38,9.85,51,11.0014,1,14,7,2011,1,23,4,0.693147181,2.708050201,2.772588722
1,0,0,2,7.38,9.85,51,11.0014,1,24,8,2011,1,0,5,0.693147181,3.218875825,3.258096538
1,0,0,2,7.38,10.605,55,6.0032,1,15,8,2011,1,1,5,0.693147181,2.772588722,2.833213344
1,0,0,2,7.38,12.12,55,0,3,13,8,2011,1,2,5,1.386294361,2.63905733,2.833213344
1,0,0,3,7.38,9.85,55,11.0014,0,7,8,2011,1,3,5,0,2.079441542,2.079441542
1,0,0,3,7.38,9.85,55,11.0014,0,1,8,2011,1,4,5,0,0.693147181,0.693147181
1,0,0,2,6.56,8.335,74,11.0014,0,5,8,2011,1,5,5,0,1.791759469,1.791759469
1,0,0,2,6.56,8.335,74,11.0014,0,2,8,2011,1,6,5,0,1.098612289,1.098612289
1,0,0,2,6.56,9.09,74,7.0015,1,8,8,2011,1,7,5,0.693147181,2.197224577,2.302585093
1,0,0,3,6.56,9.09,93,7.0015,0,15,8,2011,1,8,5,0,2.772588722,2.772588722
1,0,0,3,6.56,9.09,93,7.0015,0,20,8,2011,1,9,5,0,3.044522438,3.044522438
1,0,0,2,7.38,9.85,80,11.0014,5,56,8,2011,1,10,5,1.791759469,4.043051268,4.127134385
1,0,0,2,8.2,9.09,69,26.0027,2,60,8,2011,1,11,5,1.098612289,4.110873864,4.143134726
1,0,0,2,8.2,9.09,59,23.9994,8,90,8,2011,1,12,5,2.197224577,4.510859507,4.59511985
1,0,0,1,8.2,9.09,44,22.0028,7,95,8,2011,1,13,5,2.079441542,4.564348191,4.634728988
1,0,0,1,8.2,8.335,32,32.9975,12,83,8,2011,1,14,5,2.564949357,4.430816799,4.564348191
1,0,0,1,8.2,8.335,32,30.0026,5,69,8,2011,1,15,5,1.791759469,4.248495242,4.317488114
1,0,0,1,7.38,6.82,29,30.0026,8,68,8,2011,1,16,5,2.197224577,4.234106505,4.343805422
1,0,0,1,6.56,6.06,37,36.9974,5,64,8,2011,1,17,5,1.791759469,4.17438727,4.248495242
1,0,0,1,5.74,6.06,39,19.9995,3,52,8,2011,1,18,5,1.386294361,3.970291914,4.025351691
1,0,0,1,5.74,6.06,36,16.9979,4,26,8,2011,1,19,5,1.609437912,3.295836866,3.433987204
1,0,0,1,4.92,6.06,36,16.9979,0,28,8,2011,1,20,5,0,3.36729583,3.36729583
1,0,0,1,4.92,5.305,39,23.9994,2,35,8,2011,1,21,5,1.098612289,3.583518938,3.63758616
1,0,0,1,4.92,5.305,36,26.0027,1,33,8,2011,1,22,5,0.693147181,3.526360525,3.555348061
1,0,0,1,4.1,3.03,39,30.0026,0,22,8,2011,1,23,5,0,3.135494216,3.135494216
1,0,0,1,4.1,3.79,42,26.0027,1,24,9,2011,1,0,6,0.693147181,3.218875825,3.258096538
1,0,0,1,4.1,3.03,42,31.0009,0,12,9,2011,1,1,6,0,2.564949357,2.564949357
1,0,0,1,4.1,3.03,46,31.0009,0,11,9,2011,1,2,6,0,2.48490665,2.48490665
1,0,0,1,4.1,3.79,46,27.9993,0,4,9,2011,1,3,6,0,1.609437912,1.609437912
1,0,0,1,3.28,4.545,53,12.998,0,1,9,2011,1,4,6,0,0.693147181,0.693147181
1,0,0,1,3.28,4.545,53,12.998,0,1,9,2011,1,5,6,0,0.693147181,0.693147181
1,0,0,1,4.1,4.545,49,19.0012,0,1,9,2011,1,6,6,0,0.693147181,0.693147181
1,0,0,1,3.28,4.545,53,12.998,1,5,9,2011,1,7,6,0.693147181,1.791759469,1.945910149
1,0,0,1,4.1,4.545,49,19.0012,0,10,9,2011,1,8,6,0,2.397895273,2.397895273
1,0,0,1,4.92,3.79,46,35.0008,0,19,9,2011,1,9,6,0,2.995732274,2.995732274
1,0,0,1,5.74,5.305,43,26.0027,0,49,9,2011,1,10,6,0,3.912023005,3.912023005
1,0,0,1,6.56,6.06,40,35.0008,2,47,9,2011,1,11,6,1.098612289,3.871201011,3.912023005
1,0,0,1,7.38,6.82,37,30.0026,4,79,9,2011,1,12,6,1.609437912,4.382026635,4.430816799
1,0,0,1,8.2,8.335,34,30.0026,6,69,9,2011,1,13,6,1.945910149,4.248495242,4.33073334
1,0,0,1,9.02,9.09,32,31.0009,8,64,9,2011,1,14,6,2.197224577,4.17438727,4.290459441
1,0,0,1,9.02,9.85,35,23.9994,5,77,9,2011,1,15,6,1.791759469,4.356708827,4.418840608
1,0,0,1,8.2,8.335,34,30.0026,13,79,9,2011,1,16,6,2.63905733,4.382026635,4.532599493
1,0,0,1,7.38,7.575,37,26.0027,3,59,9,2011,1,17,6,1.386294361,4.094344562,4.143134726
1,0,0,1,6.56,6.82,40,22.0028,4,44,9,2011,1,18,6,1.609437912,3.80666249,3.891820298
1,0,0,1,6.56,6.82,43,22.0028,1,40,9,2011,1,19,6,0.693147181,3.713572067,3.737669618
1,0,0,1,5.74,6.06,46,16.9979,0,38,9,2011,1,20,6,0,3.663561646,3.663561646
1,0,0,1,5.74,5.305,46,27.9993,1,19,9,2011,1,21,6,0.693147181,2.995732274,3.044522438
1,0,0,1,5.74,6.06,46,19.9995,5,10,9,2011,1,22,6,1.791759469,2.397895273,2.772588722
1,0,0,1,4.92,6.82,50,12.998,0,6,9,2011,1,23,6,0,1.945910149,1.945910149
1,0,1,1,4.92,6.06,50,19.0012,2,3,10,2011,1,0,0,1.098612289,1.386294361,1.791759469
1,0,1,1,4.92,6.06,50,19.0012,1,0,10,2011,1,1,0,0.693147181,0,0.693147181
1,0,1,1,4.92,6.06,50,15.0013,0,3,10,2011,1,2,0,0,1.386294361,1.386294361
1,0,1,1,4.92,6.06,50,15.0013,0,1,10,2011,1,3,0,0,0.693147181,0.693147181
1,0,1,1,4.1,6.06,54,8.9981,1,2,10,2011,1,4,0,0.693147181,1.098612289,1.386294361
1,0,1,1,4.1,5.305,54,16.9979,0,3,10,2011,1,5,0,0,1.386294361,1.386294361
1,0,1,1,4.92,6.06,50,19.0012,0,31,10,2011,1,6,0,0,3.465735903,3.465735903
1,0,1,1,4.92,6.06,50,15.0013,2,75,10,2011,1,7,0,1.098612289,4.33073334,4.356708827
1,0,1,2,4.92,6.06,50,19.0012,4,184,10,2011,1,8,0,1.609437912,5.220355825,5.241747015
1,0,1,2,5.74,6.06,50,16.9979,2,92,10,2011,1,9,0,1.098612289,4.532599493,4.553876892
1,0,1,2,5.74,6.06,50,19.9995,0,31,10,2011,1,10,0,0,3.465735903,3.465735903
1,0,1,2,6.56,6.82,47,19.0012,2,28,10,2011,1,11,0,1.098612289,3.36729583,3.433987204
1,0,1,2,8.2,9.09,40,19.0012,5,47,10,2011,1,12,0,1.791759469,3.871201011,3.970291914
1,0,1,2,8.2,9.09,40,19.0012,4,50,10,2011,1,13,0,1.609437912,3.931825633,4.007333185
1,0,1,2,8.2,9.85,40,15.0013,0,47,10,2011,1,14,0,0,3.871201011,3.871201011
1,0,1,2,8.2,9.85,40,15.0013,2,43,10,2011,1,15,0,1.098612289,3.784189634,3.828641396
1,0,1,1,8.2,10.605,40,8.9981,4,70,10,2011,1,16,0,1.609437912,4.262679877,4.317488114
1,0,1,1,8.2,11.365,40,7.0015,4,174,10,2011,1,17,0,1.609437912,5.164785974,5.187385806
1,0,1,1,8.2,9.85,40,15.0013,1,154,10,2011,1,18,0,0.693147181,5.043425117,5.049856007
1,0,1,1,6.56,8.335,47,11.0014,3,92,10,2011,1,19,0,1.386294361,4.532599493,4.564348191
1,0,1,1,6.56,8.335,50,11.0014,1,73,10,2011,1,20,0,0.693147181,4.304065093,4.317488114
1,0,1,1,5.74,6.82,59,12.998,1,37,10,2011,1,21,0,0.693147181,3.63758616,3.663561646
1,0,1,1,5.74,7.575,59,11.0014,2,22,10,2011,1,22,0,1.098612289,3.135494216,3.218875825
1,0,1,1,5.74,7.575,59,11.0014,0,18,10,2011,1,23,0,0,2.944438979,2.944438979
1,0,1,1,5.74,8.335,59,7.0015,2,10,11,2011,1,0,1,1.098612289,2.397895273,2.564949357
1,0,1,1,5.74,7.575,59,11.0014,0,3,11,2011,1,1,1,0,1.386294361,1.386294361
1,0,1,2,6.56,7.575,55,12.998,0,3,11,2011,1,2,1,0,1.386294361,1.386294361
1,0,1,2,6.56,9.09,55,8.9981,0,6,11,2011,1,5,1,0,1.945910149,1.945910149
1,0,1,2,6.56,9.09,55,8.9981,0,27,11,2011,1,6,1,0,3.33220451,3.33220451
1,0,1,2,6.56,11.365,55,0,2,97,11,2011,1,7,1,1.098612289,4.584967479,4.605170186
1,0,1,2,7.38,10.605,51,6.0032,3,214,11,2011,1,8,1,1.386294361,5.370638028,5.384495063
1,0,1,2,7.38,9.85,51,11.0014,3,127,11,2011,1,9,1,1.386294361,4.852030264,4.875197323
1,0,1,2,8.2,10.605,51,11.0014,3,51,11,2011,1,10,1,1.386294361,3.951243719,4.007333185
1,0,1,2,8.2,10.605,47,8.9981,4,31,11,2011,1,11,1,1.609437912,3.465735903,3.583518938
1,0,1,2,8.2,11.365,51,7.0015,2,55,11,2011,1,12,1,1.098612289,4.025351691,4.060443011
1,0,1,2,8.2,11.365,59,6.0032,6,46,11,2011,1,13,1,1.945910149,3.850147602,3.970291914
1,0,1,2,8.2,11.365,59,6.0032,3,60,11,2011,1,14,1,1.386294361,4.110873864,4.158883083
1,0,1,2,6.56,9.85,80,6.0032,2,45,11,2011,1,15,1,1.098612289,3.828641396,3.871201011
1,0,1,2,6.56,7.575,86,15.0013,4,72,11,2011,1,16,1,1.609437912,4.290459441,4.343805422
1,0,1,2,6.56,7.575,86,15.0013,6,130,11,2011,1,17,1,1.945910149,4.875197323,4.919980926
1,0,1,3,6.56,9.09,93,7.0015,1,94,11,2011,1,18,1,0.693147181,4.553876892,4.564348191
1,0,1,3,6.56,11.365,93,0,0,51,11,2011,1,19,1,0,3.951243719,3.951243719
1,0,1,3,6.56,7.575,93,12.998,0,32,11,2011,1,20,1,0,3.496507561,3.496507561
1,0,1,3,6.56,9.85,86,6.0032,0,20,11,2011,1,21,1,0,3.044522438,3.044522438
1,0,1,3,6.56,9.09,93,7.0015,1,28,11,2011,1,22,1,0.693147181,3.36729583,3.401197382
